,index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price
521,521,Jet Airways,2019-01-05,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,1375,2 stops,15129
522,522,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,1255,2 stops,16372
523,523,Air Asia,2019-01-05,Banglore,Delhi,BLR → DEL,23:55,170,non-stop,4483
524,524,Air India,2019-01-05,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 stop,7480
525,525,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1500,1 stop,11467
526,526,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,7:10,1555,1 stop,8452
527,527,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,9:25,545,1 stop,8891
528,528,Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,19:00,965,1 stop,6117
529,529,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,17:10,150,non-stop,4174
530,530,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,875,1 stop,13941
531,531,Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,1840,2 stops,12723
532,532,Air India,2019-01-05,Kolkata,Banglore,CCU → MAA → BLR,14:35,1440,1 stop,7001
533,533,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1285,1 stop,11467
534,534,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,22:20,140,non-stop,3873
535,535,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,800,1 stop,14388
536,536,Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,9:00,615,1 stop,15373
537,537,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,1520,1 stop,12121
538,538,Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,19:00,580,1 stop,6117
539,539,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,6:30,800,1 stop,14781
540,540,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,845,1 stop,8586
541,541,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1745,1 stop,14151
542,542,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,6:55,155,non-stop,3873
543,543,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 stop,14781
544,544,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,6:05,165,non-stop,4423
545,545,Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → BBI → BLR,5:50,445,2 stops,7662
546,546,Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,10:20,520,1 stop,9794
547,547,Vistara,2019-01-05,Banglore,Delhi,BLR → DEL,21:00,170,non-stop,4668
548,548,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1315,1 stop,14388
549,549,Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,2065,2 stops,10991
550,550,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,8:20,180,non-stop,7229
551,551,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,7:05,85,non-stop,8040
552,552,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1640,1 stop,8610
553,553,IndiGo,2019-01-05,Kolkata,Banglore,CCU → NAG → BLR,18:05,325,1 stop,6218
554,554,Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,1045,2 stops,10991
555,555,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,13:00,170,non-stop,4423
556,556,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:35,90,non-stop,5678
557,557,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,510,1 stop,10844
558,558,IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:05,90,non-stop,2754
559,559,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 stop,10844
560,560,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,7229
561,561,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,685,1 stop,14781
562,562,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,730,1 stop,14781
563,563,Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,805,2 stops,13227
564,564,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,10:10,170,non-stop,3943
565,565,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:35,90,non-stop,2228
566,566,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → HBX → BLR,9:25,535,2 stops,8366
567,567,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,18:55,175,non-stop,4823
568,568,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,7:10,790,1 stop,8610
569,569,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,6:30,590,1 stop,14781
570,570,IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,14:45,140,non-stop,3597
571,571,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1090,1 stop,8586
572,572,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,870,1 stop,12121
573,573,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,1055,1 stop,8586
574,574,IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,7:55,140,non-stop,3850
575,575,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,7:05,85,non-stop,4995
576,576,Air India,2019-01-05,Chennai,Kolkata,MAA → CCU,11:40,135,non-stop,4667
577,577,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,945,1 stop,13941
578,578,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,730,1 stop,10844
579,579,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,15:15,175,non-stop,7229
580,580,Air India,2019-01-05,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,1275,2 stops,11281
581,581,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,590,1 stop,14781
582,582,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,690,1 stop,12384
583,583,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,475,1 stop,14781
584,584,Air India,2019-01-05,Banglore,Delhi,BLR → DEL,13:20,170,non-stop,6121
585,585,Air India,2019-01-05,Banglore,Delhi,BLR → DEL,6:10,165,non-stop,6121
586,586,SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,9:45,135,non-stop,3543
587,587,Jet Airways,2019-01-05,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,1195,2 stops,15129
588,588,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,875,1 stop,8586
589,589,Air Asia,2019-01-05,Banglore,Delhi,BLR → DEL,4:55,170,non-stop,4282
590,590,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,1215,1 stop,13941
591,591,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,475,1 stop,10844
592,592,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,590,1 stop,10844
593,593,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → KNU → BLR,11:35,435,1 stop,8479
594,594,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1080,1 stop,11467
595,595,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 stop,10844
596,596,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,11:10,175,non-stop,7229
597,597,IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,6:25,90,non-stop,4392
598,598,IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,11:35,145,non-stop,4332
599,599,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,960,1 stop,9663
600,600,IndiGo,2019-01-05,Kolkata,Banglore,CCU → MAA → BLR,6:20,240,1 stop,4226
601,601,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,10:00,795,1 stop,10203
602,602,Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,875,2 stops,10991
603,603,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,1450,1 stop,11467
604,604,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,1170,1 stop,9663
605,605,Air India,2019-01-05,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,970,2 stops,8839
606,606,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,1655,1 stop,9663
607,607,Jet Airways,2019-01-05,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,1615,2 stops,15129
608,608,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,7:10,180,non-stop,4030
609,609,Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1390,2 stops,11148
610,610,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,16:55,180,non-stop,4823
611,611,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,775,1 stop,10844
612,612,SpiceJet,2019-01-05,Mumbai,Hyderabad,BOM → HYD,22:45,90,non-stop,2017
613,613,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,345,1 stop,14781
614,614,IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,13:15,140,non-stop,3597
615,615,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,395,1 stop,12384
616,616,Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,6:20,80,non-stop,3625
617,617,Air India,2019-01-05,Banglore,Delhi,BLR → DEL,21:05,170,non-stop,6121
618,618,Vistara,2019-01-05,Banglore,Delhi,BLR → DEL,11:30,170,non-stop,4668
619,619,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,740,1 stop,10844
620,620,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,1730,1 stop,9314
621,621,Air Asia,2019-01-05,Kolkata,Banglore,CCU → BBI → BLR,6:50,220,1 stop,6857
622,622,GoAir,2019-01-05,Delhi,Cochin,DEL → AMD → COK,7:25,370,1 stop,5842
623,623,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,1165,2 stops,13899
624,624,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → MAA → BLR,15:05,315,1 stop,4649
625,625,Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,1625,2 stops,10991
626,626,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,740,1 stop,14781
627,627,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,1215,1 stop,8586
628,628,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1365,1 stop,9314
629,629,Vistara,2019-01-05,Banglore,Delhi,BLR → DEL,9:45,170,non-stop,4668
630,630,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,22:10,170,non-stop,3943
631,631,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,17:10,150,non-stop,3841
632,632,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,6:55,155,non-stop,3841
633,633,SpiceJet,2019-01-05,Mumbai,Hyderabad,BOM → HYD,13:15,90,non-stop,2385
634,634,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,965,1 stop,8452
635,635,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,10:00,625,1 stop,10203
636,636,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,665,1 stop,14781
637,637,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,15:30,155,non-stop,4804
638,638,Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1195,2 stops,10151
639,639,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 stop,13941
640,640,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1550,1 stop,8610
641,641,Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,9:10,760,2 stops,12009
642,642,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1685,1 stop,12121
643,643,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,17:45,180,non-stop,4030
644,644,IndiGo,2019-01-05,Delhi,Cochin,DEL → LKO → COK,21:50,345,1 stop,6349
645,645,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,840,1 stop,13067
646,646,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,865,1 stop,9187
647,647,Air Asia,2019-01-05,Kolkata,Banglore,CCU → BLR,10:20,155,non-stop,4409
648,648,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → AMD → BLR,7:00,1345,2 stops,14424
649,649,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,17:30,1215,2 stops,15164
650,650,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,750,1 stop,12121
651,651,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1630,1 stop,9314
652,652,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,800,1 stop,11467
653,653,SpiceJet,2019-01-05,Mumbai,Hyderabad,BOM → HYD,13:15,90,non-stop,2437
654,654,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,585,1 stop,8586
655,655,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,15:15,175,non-stop,4544
656,656,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1200,1 stop,13941
657,657,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1630,1 stop,11467
658,658,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,425,1 stop,14781
659,659,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,510,1 stop,14781
660,660,Air Asia,2019-01-05,Kolkata,Banglore,CCU → BLR,22:50,150,non-stop,4409
661,661,Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,19:00,390,1 stop,9424
662,662,GoAir,2019-01-05,Banglore,Delhi,BLR → DEL,7:45,175,non-stop,3898
663,663,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,665,1 stop,10844
664,664,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,520,1 stop,8586
665,665,SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,8:20,135,non-stop,3597
666,666,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,1730,1 stop,11467
667,667,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,6:30,1545,1 stop,9663
668,668,GoAir,2019-01-05,Banglore,Delhi,BLR → DEL,11:40,170,non-stop,4340
669,669,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,19:50,180,non-stop,7229
670,670,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,11:10,175,non-stop,4030
671,671,Jet Airways,2019-01-05,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,1430,2 stops,15129
672,672,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1075,1 stop,12121
673,673,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,22:15,155,non-stop,4804
674,674,Air India,2019-01-05,Banglore,Delhi,BLR → DEL,10:00,165,non-stop,6121
675,675,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,570,1 stop,14781
676,676,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,1495,1 stop,9663
677,677,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,8:30,170,non-stop,4823
678,678,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,1665,2 stops,15164
679,679,Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,8:30,630,1 stop,9627
680,680,IndiGo,2019-01-05,Kolkata,Banglore,CCU → MAA → BLR,8:10,290,1 stop,5069
681,681,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,775,1 stop,14781
682,682,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8:25,1495,1 stop,14388
683,683,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,23:30,170,non-stop,4591
684,684,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,7:10,700,1 stop,9345
685,685,IndiGo,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,19:20,265,1 stop,3809
686,686,Vistara,2019-01-05,Chennai,Kolkata,MAA → CCU,7:05,135,non-stop,3687
687,687,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,7:10,1655,1 stop,9187
688,688,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,7:10,175,non-stop,4823
689,689,Vistara,2019-01-05,Chennai,Kolkata,MAA → CCU,17:45,140,non-stop,11982
690,690,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,6:30,330,1 stop,14388
691,691,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1500,1 stop,9314
692,692,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,800,1 stop,8586
693,693,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,1665,2 stops,15164
694,694,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1295,1 stop,9314
695,695,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,520,1 stop,13941
696,696,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,1700,2 stops,16372
697,697,SpiceJet,2019-01-05,Banglore,Delhi,BLR → DEL,21:10,175,non-stop,4991
698,698,SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,8:20,135,non-stop,3543
699,699,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,1440,1 stop,8610
700,700,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1315,1 stop,9663
701,701,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,6:30,705,1 stop,14781
702,702,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1570,1 stop,11467
703,703,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,7:10,180,non-stop,7229
704,704,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,4:00,170,non-stop,3943
705,705,Air India,2019-01-05,Kolkata,Banglore,CCU → BLR,14:15,150,non-stop,6245
706,706,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,1025,1 stop,9663
707,707,SpiceJet,2019-01-05,Banglore,Delhi,BLR → DEL,9:30,170,non-stop,4423
708,708,Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,7:30,690,1 stop,9794
709,709,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,575,1 stop,11467
710,710,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,6:00,165,non-stop,4030
711,711,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,1625,1 stop,8085
712,712,IndiGo,2019-01-05,Kolkata,Banglore,CCU → BBI → BLR,7:10,330,1 stop,6111
713,713,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,6:30,705,1 stop,10844
714,714,Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,13:55,90,non-stop,3625
715,715,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,9:25,1350,1 stop,8366
716,716,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,9:35,1450,1 stop,9314
717,717,Air Asia,2019-01-05,Kolkata,Banglore,CCU → BLR,19:55,150,non-stop,5989
718,718,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1365,1 stop,11467
719,719,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:50,905,1 stop,8366
720,720,GoAir,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,23:30,495,1 stop,6686
721,721,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1005,1 stop,11467
722,722,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1570,1 stop,9314
723,723,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1155,1 stop,9663
724,724,SpiceJet,2019-01-05,Mumbai,Hyderabad,BOM → HYD,5:45,90,non-stop,2017
725,725,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,7:10,930,1 stop,8452
726,726,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,945,1 stop,8586
727,727,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → IXB → BLR,15:55,330,1 stop,8844
728,728,IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,16:55,90,non-stop,3175
729,729,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1080,1 stop,9314
730,730,Air Asia,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,22:40,720,1 stop,5192
731,731,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,1700,2 stops,15532
732,732,Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,1665,2 stops,15164
733,733,Air Asia,2019-01-06,Delhi,Cochin,DEL → BLR → COK,16:45,340,1 stop,11410
734,734,IndiGo,2019-01-06,Kolkata,Banglore,CCU → BLR,14:25,150,non-stop,6064
735,735,Air Asia,2019-01-06,Delhi,Cochin,DEL → BLR → COK,20:45,625,1 stop,11410
736,736,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,7:10,180,non-stop,8016
737,737,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,4:55,965,1 stop,6314
738,738,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,20:55,940,1 stop,10262
739,739,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,6:55,155,non-stop,3873
740,740,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:15,1425,1 stop,14714
741,741,Air Asia,2019-01-06,Delhi,Cochin,DEL → BLR → COK,16:45,865,1 stop,11410
742,742,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,20:25,305,1 stop,6593
743,743,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,15:00,1295,1 stop,10262
744,744,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,4:55,860,1 stop,8835
745,745,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,3:50,525,1 stop,12192
746,746,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,8016
747,747,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,17:30,480,1 stop,13377
748,748,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,6:00,165,non-stop,7229
749,749,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:25,455,1 stop,11200
750,750,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:35,505,1 stop,11200
751,751,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:00,660,1 stop,10262
752,752,SpiceJet,2019-01-06,Chennai,Kolkata,MAA → CCU,8:20,135,non-stop,3543
753,753,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,480,1 stop,13587
754,754,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:45,735,1 stop,7740
755,755,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,19:50,180,non-stop,8016
756,756,Air India,2019-01-06,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,1410,2 stops,10651
757,757,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:40,440,1 stop,12524
758,758,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:15,585,1 stop,12042
759,759,IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,5:15,145,non-stop,3540
760,760,Air India,2019-01-06,Mumbai,Hyderabad,BOM → HYD,13:55,90,non-stop,3625
761,761,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,625,2 stops,18275
762,762,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:15,705,1 stop,7258
763,763,Air India,2019-01-06,Mumbai,Hyderabad,BOM → HYD,6:20,80,non-stop,3100
764,764,IndiGo,2019-01-06,Kolkata,Banglore,CCU → BLR,9:35,155,non-stop,4804
765,765,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,2:35,90,non-stop,3175
766,766,Air India,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,1180,2 stops,10966
767,767,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:00,660,1 stop,12192
768,768,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,810,2 stops,10368
769,769,Air India,2019-01-06,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,1560,2 stops,12970
770,770,Jet Airways,2019-01-06,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,1130,2 stops,13292
771,771,Air Asia,2019-01-06,Delhi,Cochin,DEL → BLR → COK,7:55,870,1 stop,8759
772,772,Air India,2019-01-06,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,1275,2 stops,10861
773,773,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,22:50,1210,1 stop,14714
774,774,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,7:30,690,1 stop,11200
775,775,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,6:05,165,non-stop,3943
776,776,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,14:00,300,1 stop,14714
777,777,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:15,600,1 stop,9779
778,778,SpiceJet,2019-01-06,Banglore,Delhi,BLR → DEL,9:30,170,non-stop,3971
779,779,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:00,540,1 stop,14714
780,780,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,14:00,865,1 stop,10262
781,781,IndiGo,2019-01-06,Kolkata,Banglore,CCU → BLR,21:25,160,non-stop,4804
